# Supplementary Table ST12. Abundance data for all histone proteins and non-histone chromatin proteins with abundance values of more than 0.01% of Histone H4.,,,,,,,
SimChrom-SL,Gene,"Abundance relative to histone H4, %",Number of nucleosomes per protein,"Abundance PaxDb_PA, ppm",Entry,Uniquely localized in nucleus,Details (for Figure 4D)
DNA-binding transcription factors,ZNF850,0.0,341250.0,0.016,A8MQ14,Yes,
DNA-binding transcription factors,ZNF551,0.0,341250.0,0.016,Q7Z340,Yes,
DNA-binding transcription factors,TCF23,0.0,341250.0,0.016,Q7RTU1,Yes,
DNA-binding transcription factors,MKX,0.0,341250.0,0.016,Q8IYA7,Yes,
DNA-binding transcription factors,ZBTB49,0.0,341250.0,0.016,Q6ZSB9,,
DNA-binding transcription factors,PAX1,0.0,341250.0,0.016,P15863,,
DNA-binding transcription factors,ZNF774,0.0,341250.0,0.016,Q6NX45,,
DNA-binding transcription factors,DLX3,0.0,364000.0,0.015,O60479,,
DNA-binding transcription factors,TWIST2,0.0,364000.0,0.015,Q8WVJ9,,
DNA-binding transcription factors,ZNF491,0.0,364000.0,0.015,Q8N8L2,,
DNA-binding transcription factors,ZNF556,0.0,364000.0,0.015,Q9HAH1,Yes,
DNA-binding transcription factors,ZNF665,0.0,364000.0,0.015,Q9H7R5,Yes,
DNA-binding transcription factors,ZNF257,0.0,364000.0,0.015,Q9Y2Q1,,
DNA-binding transcription factors,PASD1,0.0,364000.0,0.015,Q8IV76,Yes,
DNA-binding transcription factors,ELF5,0.0,364000.0,0.015,Q9UKW6,Yes,
DNA-binding transcription factors,ZNF391,0.0,364000.0,0.015,Q9UJN7,,
DNA-binding transcription factors,ZNF404,0.0,364000.0,0.015,Q494X3,,
DNA-binding transcription factors,ZNF2,0.0,364000.0,0.015,Q9BSG1,,
DNA-binding transcription factors,SP5,0.0,364000.0,0.015,Q6BEB4,Yes,
DNA-binding transcription factors,ZNF165,0.0,364000.0,0.015,P49910,,
DNA-binding transcription factors,HOXC5,0.0,364000.0,0.015,Q00444,,
DNA-binding transcription factors,OTP,0.0,364000.0,0.015,Q5XKR4,Yes,
DNA-binding transcription factors,ZNF502,0.0,364000.0,0.015,Q8TBZ5,,
DNA-binding transcription factors,HES2,0.0,390000.0,0.014,Q9Y543,,
DNA-binding transcription factors,HOXB2,0.0,390000.0,0.014,P14652,,
DNA-binding transcription factors,ZNF232,0.0,390000.0,0.014,Q9UNY5,,
DNA-binding transcription factors,ZNF80,0.0,390000.0,0.014,P51504,,
DNA-binding transcription factors,FOXH1,0.0,390000.0,0.014,O75593,,
DNA-binding transcription factors,HEY2,0.0,390000.0,0.014,Q9UBP5,,
DNA-binding transcription factors,LBX1,0.0,390000.0,0.014,P52954,,
DNA-binding transcription factors,RFX4,0.0,390000.0,0.014,Q33E94,Yes,
DNA-binding transcription factors,ZNF546,0.0,390000.0,0.014,Q86UE3,,
DNA-binding transcription factors,ZNF729,0.0,390000.0,0.014,A6NN14,,
DNA-binding transcription factors,HOXA4,0.0,390000.0,0.014,Q00056,,
DNA-binding transcription factors,ALX3,0.0,420000.0,0.013,O95076,Yes,
DNA-binding transcription factors,ZNF71,0.0,420000.0,0.013,Q9NQZ8,Yes,
DNA-binding transcription factors,HAND2,0.0,420000.0,0.013,P61296,,
DNA-binding transcription factors,ZIK1,0.0,420000.0,0.013,Q3SY52,,
DNA-binding transcription factors,SPIB,0.0,420000.0,0.013,Q01892,,
DNA-binding transcription factors,DLX5,0.0,420000.0,0.013,P56178,Yes,
DNA-binding transcription factors,GLIS1,0.0,420000.0,0.013,Q8NBF1,,
DNA-binding transcription factors,ZNF415,0.0,420000.0,0.013,Q09FC8,,
DNA-binding transcription factors,ZNF860,0.0,420000.0,0.013,A6NHJ4,Yes,
DNA-binding transcription factors,ZNF540,0.0,420000.0,0.013,Q8NDQ6,,
DNA-binding transcription factors,ZNF30,0.0,420000.0,0.013,P17039,,
DNA-binding transcription factors,HOXA6,0.0,455000.0,0.012,P31267,,
DNA-binding transcription factors,ZNF425,0.0,455000.0,0.012,Q6IV72,,
DNA-binding transcription factors,ZNF679,0.0,455000.0,0.012,Q8IYX0,,
DNA-binding transcription factors,ZNF430,0.0,455000.0,0.012,Q9H8G1,,
DNA-binding transcription factors,FOXN1,0.0,455000.0,0.012,O15353,,
DNA-binding transcription factors,ZNF699,0.0,455000.0,0.012,Q32M78,,
DNA-binding transcription factors,ZNF578,0.0,455000.0,0.012,Q96N58,,
DNA-binding transcription factors,ZNF443,0.0,455000.0,0.012,Q9Y2A4,,
DNA-binding transcription factors,ZNF600,0.0,496363.64,0.011,Q6ZNG1,,
DNA-binding transcription factors,ZNF439,0.0,496363.64,0.011,Q8NDP4,,
DNA-binding transcription factors,DRGX,0.0,496363.64,0.011,A6NNA5,,
DNA-binding transcription factors,HOXA1,0.0,496363.64,0.011,P49639,,
DNA-binding transcription factors,ZNF221,0.0,496363.64,0.011,Q9UK13,Yes,
